id,text,,doccano_art_id,sentence_id,current_sentence_section,previous_sentence_section,previous_sentence,next_sentence_section,next_sentence,label,Comments
2845,The choice of annotation scheme is particularly important: we seek to optimize annotation speed rather than full-specification or high accuracy.,702,7,25,Graph Fragment Language,Graph Fragment Language,"We use the Graph Fragment Language (GFL) (Schneider et al., 2013) to allow for light-weight, simple annotations that our annotators can easily learn and use confidently.",Graph Fragment Language,"In previous studies, the use of GFL has allowed for annotation rates of 2-3 times that of traditional dependency annotations while still maintaining a useful level of annotation density (Mordowanec et al., 2014;Mielens et al., 2015).",NC,
2846,"In previous studies, the use of GFL has allowed for annotation rates of 2-3 times that of traditional dependency annotations while still maintaining a useful level of annotation density (Mordowanec et al., 2014;Mielens et al., 2015).",703,7,26,Graph Fragment Language,Graph Fragment Language,The choice of annotation scheme is particularly important: we seek to optimize annotation speed rather than full-specification or high accuracy.,Graph Fragment Language,Hwa (1999) demonstrated that it is most effective to provide high-level sentence constituents to a parser and allow it to fill in the low-level information itself.,NC,
2847,Hwa (1999) demonstrated that it is most effective to provide high-level sentence constituents to a parser and allow it to fill in the low-level information itself.,704,7,27,Graph Fragment Language,Graph Fragment Language,"In previous studies, the use of GFL has allowed for annotation rates of 2-3 times that of traditional dependency annotations while still maintaining a useful level of annotation density (Mordowanec et al., 2014;Mielens et al., 2015).",Graph Fragment Language,The GFL annotation in Figure 1 shows two distinct notations.,NC,
2848,The GFL annotation in Figure 1 shows two distinct notations.,705,7,28,Graph Fragment Language,Graph Fragment Language,Hwa (1999) demonstrated that it is most effective to provide high-level sentence constituents to a parser and allow it to fill in the low-level information itself.,Graph Fragment Language,Constituent brackets are specified by parentheses and direct dependencies by angle brackets.,NC,
2849,Constituent brackets are specified by parentheses and direct dependencies by angle brackets.,706,7,29,Graph Fragment Language,Graph Fragment Language,The GFL annotation in Figure 1 shows two distinct notations.,Graph Fragment Language,Many words and phrases are underspecified.,NC,
2850,Many words and phrases are underspecified.,707,7,30,Graph Fragment Language,Graph Fragment Language,Constituent brackets are specified by parentheses and direct dependencies by angle brackets.,Graph Fragment Language,"Allowing partial annotations dramatically increases the speed at which annotators can work, while simultaneously reducing error rates.",NC,
2851,"Allowing partial annotations dramatically increases the speed at which annotators can work, while simultaneously reducing error rates.",708,7,31,Graph Fragment Language,Graph Fragment Language,Many words and phrases are underspecified.,Graph Fragment Language,These two effects both arise from being able to leave difficult or tedious portions of a sentence unspecified.,NC,
2852,These two effects both arise from being able to leave difficult or tedious portions of a sentence unspecified.,709,7,32,Graph Fragment Language,Graph Fragment Language,"Allowing partial annotations dramatically increases the speed at which annotators can work, while simultaneously reducing error rates.",Filling in Partial Dependencies,A partial annotation produces a set of dependency tree fragments.,NC,
2853,A partial annotation produces a set of dependency tree fragments.,710,7,33,Filling in Partial Dependencies,Graph Fragment Language,These two effects both arise from being able to leave difficult or tedious portions of a sentence unspecified.,Filling in Partial Dependencies,"Compared to an unlabeled sentence, this can substantially reduce the work a parser must do.",NC,
2854,"Compared to an unlabeled sentence, this can substantially reduce the work a parser must do.",711,7,34,Filling in Partial Dependencies,Filling in Partial Dependencies,A partial annotation produces a set of dependency tree fragments.,Filling in Partial Dependencies,"When working with partial dependencies, there are two paths that can be taken with regard to overall model-building.",NC,
2855,"When working with partial dependencies, there are two paths that can be taken with regard to overall model-building.",712,7,35,Filling in Partial Dependencies,Filling in Partial Dependencies,"Compared to an unlabeled sentence, this can substantially reduce the work a parser must do.",Filling in Partial Dependencies,"In a 'Fill-then-Parse' setup, the partial dependencies are first filled-in to produce full dependencies that are then used to train a standard dependency parser.",NC,
2856,"In a 'Fill-then-Parse' setup, the partial dependencies are first filled-in to produce full dependencies that are then used to train a standard dependency parser.",713,7,36,Filling in Partial Dependencies,Filling in Partial Dependencies,"When working with partial dependencies, there are two paths that can be taken with regard to overall model-building.",Filling in Partial Dependencies,"In a 'Fill+Parse' setup, one model both fills in and parses new sentences.",NC,
2857,"In a 'Fill+Parse' setup, one model both fills in and parses new sentences.",714,7,37,Filling in Partial Dependencies,Filling in Partial Dependencies,"In a 'Fill-then-Parse' setup, the partial dependencies are first filled-in to produce full dependencies that are then used to train a standard dependency parser.",Filling in Partial Dependencies,"We use a Fill+Parse setup, while previous work focused on Fill-then-Parse.",NC,
2858,"We use a Fill+Parse setup, while previous work focused on Fill-then-Parse.",715,7,38,Filling in Partial Dependencies,Filling in Partial Dependencies,"In a 'Fill+Parse' setup, one model both fills in and parses new sentences.",Filling in Partial Dependencies,"The major benefit of the former is that learning can be sensitive to the source of an arc in the training data-e.g., whether it came from an annotator or a universal rule.",NC,
2859,"The major benefit of the former is that learning can be sensitive to the source of an arc in the training data-e.g., whether it came from an annotator or a universal rule.",716,7,39,Filling in Partial Dependencies,Filling in Partial Dependencies,"We use a Fill+Parse setup, while previous work focused on Fill-then-Parse.",Filling in Partial Dependencies,Fill-then-Parse obscures this distinction and not knowing how trustworthy an arc is can lead to additional errors.,NC,
2860,Fill-then-Parse obscures this distinction and not knowing how trustworthy an arc is can lead to additional errors.,717,7,40,Filling in Partial Dependencies,Filling in Partial Dependencies,"The major benefit of the former is that learning can be sensitive to the source of an arc in the training data-e.g., whether it came from an annotator or a universal rule.",Filling in Partial Dependencies,"Indeed, Fill+Parse method produces better results for our datasets than Fill-then-Parse (see Section 4.2).",NC,
2861,"Indeed, Fill+Parse method produces better results for our datasets than Fill-then-Parse (see Section 4.2).",718,7,41,Filling in Partial Dependencies,Filling in Partial Dependencies,Fill-then-Parse obscures this distinction and not knowing how trustworthy an arc is can lead to additional errors.,Simulated Cost Comparison,Many factors influence the cost of creating a corpus.,POS,
2862,Many factors influence the cost of creating a corpus.,719,7,42,Simulated Cost Comparison,Filling in Partial Dependencies,"Indeed, Fill+Parse method produces better results for our datasets than Fill-then-Parse (see Section 4.2).",Simulated Cost Comparison,Our goal is to minimize cost relative to the performance of a parser trained with the corpus.,NC,
2863,Our goal is to minimize cost relative to the performance of a parser trained with the corpus.,720,7,43,Simulated Cost Comparison,Simulated Cost Comparison,Many factors influence the cost of creating a corpus.,Simulated Cost Comparison,"The actual cost of finding and paying annotators is the most obvious factor, and it will typically be higher for a lowresource language or highly specialized domain.",NC,
2864,"The actual cost of finding and paying annotators is the most obvious factor, and it will typically be higher for a lowresource language or highly specialized domain.",721,7,44,Simulated Cost Comparison,Simulated Cost Comparison,Our goal is to minimize cost relative to the performance of a parser trained with the corpus.,Simulated Cost Comparison,Using a light-weight partial annotation scheme like GFL has the potential to increase the pool of qualified annotators and alleviate this challenge.,NC,
2865,Using a light-weight partial annotation scheme like GFL has the potential to increase the pool of qualified annotators and alleviate this challenge.,722,7,45,Simulated Cost Comparison,Simulated Cost Comparison,"The actual cost of finding and paying annotators is the most obvious factor, and it will typically be higher for a lowresource language or highly specialized domain.",Simulated Cost Comparison,"Given a partial annotation scheme like GFL, an additional cost factor is that of obtaining a particular level of completion for each sentence.",NC,
2866,"Given a partial annotation scheme like GFL, an additional cost factor is that of obtaining a particular level of completion for each sentence.",723,7,46,Simulated Cost Comparison,Simulated Cost Comparison,Using a light-weight partial annotation scheme like GFL has the potential to increase the pool of qualified annotators and alleviate this challenge.,Simulated Cost Comparison,"Consider that for any sentence there are both 'low-hanging fruit' dependencies such as determiner attachment, and more difficult dependencies such as preposition attachment and long-distance relations.",NC,
2867,"Consider that for any sentence there are both 'low-hanging fruit' dependencies such as determiner attachment, and more difficult dependencies such as preposition attachment and long-distance relations.",724,7,47,Simulated Cost Comparison,Simulated Cost Comparison,"Given a partial annotation scheme like GFL, an additional cost factor is that of obtaining a particular level of completion for each sentence.",Simulated Cost Comparison,"Harder dependencies take longer to annotate (and thus cost more), so it is worth considering cost metrics that incorporate completion percentage.",NC,
2868,"Harder dependencies take longer to annotate (and thus cost more), so it is worth considering cost metrics that incorporate completion percentage.",725,7,48,Simulated Cost Comparison,Simulated Cost Comparison,"Consider that for any sentence there are both 'low-hanging fruit' dependencies such as determiner attachment, and more difficult dependencies such as preposition attachment and long-distance relations.",Simulated Cost Comparison,"In the absence of timing/expense data, we can simulate this intuition with a variable cost model for which each an additional dependency annotated in a sentence is more expensive than the previous one.",NC,
2869,"In the absence of timing/expense data, we can simulate this intuition with a variable cost model for which each an additional dependency annotated in a sentence is more expensive than the previous one.",726,7,49,Simulated Cost Comparison,Simulated Cost Comparison,"Harder dependencies take longer to annotate (and thus cost more), so it is worth considering cost metrics that incorporate completion percentage.",Simulated Cost Comparison,Figure 2 demonstrates the impact of completion cost.,NC,
2870,Figure 2 demonstrates the impact of completion cost.,727,7,50,Simulated Cost Comparison,Simulated Cost Comparison,"In the absence of timing/expense data, we can simulate this intuition with a variable cost model for which each an additional dependency annotated in a sentence is more expensive than the previous one.",Simulated Cost Comparison,"Parsing accuracies (for our parser introduced in  We simulated the construction of various corpora by deriving partial dependencies from gold standard annotations), and show the cost curves for different sentence completion rates.",NC,
2871,"Parsing accuracies (for our parser introduced in  We simulated the construction of various corpora by deriving partial dependencies from gold standard annotations), and show the cost curves for different sentence completion rates.",728,7,51,Simulated Cost Comparison,Simulated Cost Comparison,Figure 2 demonstrates the impact of completion cost.,Simulated Cost Comparison,"100% completion produces the best performance with equal costs, but under the more realistic variable cost model, 30% and 50% completion win.",NC,
2872,"100% completion produces the best performance with equal costs, but under the more realistic variable cost model, 30% and 50% completion win.",729,7,52,Simulated Cost Comparison,Simulated Cost Comparison,"Parsing accuracies (for our parser introduced in  We simulated the construction of various corpora by deriving partial dependencies from gold standard annotations), and show the cost curves for different sentence completion rates.",Simulated Cost Comparison,We show later that this pattern holds under actual timed annotation.,POS,
2873,We show later that this pattern holds under actual timed annotation.,730,7,53,Simulated Cost Comparison,Simulated Cost Comparison,"100% completion produces the best performance with equal costs, but under the more realistic variable cost model, 30% and 50% completion win.",Simulated Cost Comparison,Garrette (2015) demonstrated the benefit of partial annotations for CCG parsing.,POS,
2874,Garrette (2015) demonstrated the benefit of partial annotations for CCG parsing.,731,7,54,Simulated Cost Comparison,Simulated Cost Comparison,We show later that this pattern holds under actual timed annotation.,Simulated Cost Comparison,"They focused on the number of (partial) bracket annotations (as a proxy for annotation time), holding this fixed while varying the number of sentences.",NC,
2875,"They focused on the number of (partial) bracket annotations (as a proxy for annotation time), holding this fixed while varying the number of sentences.",732,7,55,Simulated Cost Comparison,Simulated Cost Comparison,Garrette (2015) demonstrated the benefit of partial annotations for CCG parsing.,Simulated Cost Comparison,"Strikingly, they found that having 40% of brackets across the full dataset was better than full brackets for 80% of the corpus.",NC,
2876,"Strikingly, they found that having 40% of brackets across the full dataset was better than full brackets for 80% of the corpus.",733,7,56,Simulated Cost Comparison,Simulated Cost Comparison,"They focused on the number of (partial) bracket annotations (as a proxy for annotation time), holding this fixed while varying the number of sentences.",Simulated Cost Comparison,"This result uses an equal cost-per-bracket assumption, so the difference would be even more favorable to partial annotations with a variable cost.",NC,
2877,"This result uses an equal cost-per-bracket assumption, so the difference would be even more favorable to partial annotations with a variable cost.",734,7,57,Simulated Cost Comparison,Simulated Cost Comparison,"Strikingly, they found that having 40% of brackets across the full dataset was better than full brackets for 80% of the corpus.",Unsupervised vs. Partial Annotations,"Without any direct annotations, we must rely on indirect supervision such as universal grammar rules, cross-lingual information transfer, and domain adaptation.",NC,
2878,"Without any direct annotations, we must rely on indirect supervision such as universal grammar rules, cross-lingual information transfer, and domain adaptation.",735,7,58,Unsupervised vs. Partial Annotations,Simulated Cost Comparison,"This result uses an equal cost-per-bracket assumption, so the difference would be even more favorable to partial annotations with a variable cost.",Unsupervised vs. Partial Annotations,"Following Grave & Elhadad (2015), we use the universal grammar rules in Table 1.",NC,
2879,"Following Grave & Elhadad (2015), we use the universal grammar rules in Table 1.",736,7,59,Unsupervised vs. Partial Annotations,Unsupervised vs. Partial Annotations,"Without any direct annotations, we must rely on indirect supervision such as universal grammar rules, cross-lingual information transfer, and domain adaptation.",Unsupervised vs. Partial Annotations,Indirect supervision via these rules is achieved by biasing produced trees to conform to the rules.,NC,
2880,Indirect supervision via these rules is achieved by biasing produced trees to conform to the rules.,737,7,60,Unsupervised vs. Partial Annotations,Unsupervised vs. Partial Annotations,"Following Grave & Elhadad (2015), we use the universal grammar rules in Table 1.",Unsupervised vs. Partial Annotations,"This is the Verb → Verb Noun → Noun Verb → Noun Noun → Adj Verb → Pron Noun → Det Verb → Adv Noun → Num Verb → Adp Noun → Conj Adj → Adv Adp → Noun Table 1: Universal Grammar Rules only form of dependency supervision considered by Grave & Elhadad, though they do provide additional direct supervision via gold part-of-speech tags.",NC,
2881,"This is the Verb → Verb Noun → Noun Verb → Noun Noun → Adj Verb → Pron Noun → Det Verb → Adv Noun → Num Verb → Adp Noun → Conj Adj → Adv Adp → Noun Table 1: Universal Grammar Rules only form of dependency supervision considered by Grave & Elhadad, though they do provide additional direct supervision via gold part-of-speech tags.",738,7,61,Unsupervised vs. Partial Annotations,Unsupervised vs. Partial Annotations,Indirect supervision via these rules is achieved by biasing produced trees to conform to the rules.,Data,We use two sources of data.,NC,
2882,Our goal is to minimize real-world costs associated with producing a finished parsing model.,739,7,83,POS-Tagging,Data,"Efforts not using an existing parser proceed even slower; for instance the Ancient Greek Dependency Treebank reported rates of 100-200 tokens/hr (Bamman and Crane, 2011).",POS-Tagging,"To this end, we trained our own POS taggers using type label annotations (Garrette and Baldridge, 2013)  We trained taggers for all languages using a limited amount of the available gold data-ensuring that the accuracy is comparable with low-resource human-sourced taggers.",NC,
2883,"To this end, we trained our own POS taggers using type label annotations (Garrette and Baldridge, 2013)  We trained taggers for all languages using a limited amount of the available gold data-ensuring that the accuracy is comparable with low-resource human-sourced taggers.",740,7,84,POS-Tagging,POS-Tagging,Our goal is to minimize real-world costs associated with producing a finished parsing model.,POS-Tagging,"We extract types from the corpus, rank them by frequency, and take the most frequent types to train the tagger.",NC,
2884,"We extract types from the corpus, rank them by frequency, and take the most frequent types to train the tagger.",741,7,85,POS-Tagging,POS-Tagging,"To this end, we trained our own POS taggers using type label annotations (Garrette and Baldridge, 2013)  We trained taggers for all languages using a limited amount of the available gold data-ensuring that the accuracy is comparable with low-resource human-sourced taggers.",POS-Tagging,The cutoff on how many types to take is derived from the number of types the annotators in Garrette et al.,NC,
2885,The cutoff on how many types to take is derived from the number of types the annotators in Garrette et al.,742,7,86,POS-Tagging,POS-Tagging,"We extract types from the corpus, rank them by frequency, and take the most frequent types to train the tagger.",POS-Tagging,(2013) were able to produce in two hours.,NC,
2886,(2013) were able to produce in two hours.,743,7,87,POS-Tagging,POS-Tagging,The cutoff on how many types to take is derived from the number of types the annotators in Garrette et al.,POS-Tagging,The taggers all obtain around 80% accuracy.,NC,
2887,The taggers all obtain around 80% accuracy.,744,7,88,POS-Tagging,POS-Tagging,(2013) were able to produce in two hours.,Convex-MST,"This section provides a brief overview of the core parsing algorithm; for full details, see Grave & Elhadad (2015).",POS,
2888,"This section provides a brief overview of the core parsing algorithm; for full details, see Grave & Elhadad (2015).",745,7,89,Convex-MST,POS-Tagging,The taggers all obtain around 80% accuracy.,Convex-MST,"We begin by considering a binary vector y that encodes all of the dependencies in our corpus, such that y ijk = 1 if sentence i has an arc with dependent j and head k. This representation leads to the problem formulation in Equation 1, where Y is the convex hull of all the valid tree assignments for y, n is the number of possible dependency arcs in the corpus, u is a penalty vector that penalizes potential dependency arcs that are not in the set of universal dependency rules, and w is a weight vector learned during training min y∈Y min w 1 2n y -Xw 2 2 + λ 2 w 2 2 -µu T y (1) This problem can be solved using Algorithm 1 (Grave and Elhadad, 2015).",NC,
2889,"We begin by considering a binary vector y that encodes all of the dependencies in our corpus, such that y ijk = 1 if sentence i has an arc with dependent j and head k. This representation leads to the problem formulation in Equation 1, where Y is the convex hull of all the valid tree assignments for y, n is the number of possible dependency arcs in the corpus, u is a penalty vector that penalizes potential dependency arcs that are not in the set of universal dependency rules, and w is a weight vector learned during training min y∈Y min w 1 2n y -Xw 2 2 + λ 2 w 2 2 -µu T y (1) This problem can be solved using Algorithm 1 (Grave and Elhadad, 2015).",746,7,90,Convex-MST,Convex-MST,"This section provides a brief overview of the core parsing algorithm; for full details, see Grave & Elhadad (2015).",Partial Dependency Features,The main modification we make is to add an additional term to penalize arcs that disagree with partial  y t = γ t s t + (1 -γ t )y t annotations.,NC,
2890,We consider both simulated and actual partial annotations.,747,7,114,Experiments and Discussion,Partial Dependency Features,"Hence, arcs such as 'congress ← plan' must be in G b .",Experiments and Discussion,Results based on actual annotation are the most important as they provide our best measure of performance under a realistic annotation setting.,NC,
2891,Results based on actual annotation are the most important as they provide our best measure of performance under a realistic annotation setting.,748,7,115,Experiments and Discussion,Experiments and Discussion,We consider both simulated and actual partial annotations.,Experiments and Discussion,"However, our Spanish annotators had only six hours each, and there was no inter-annotator communication or creation of annotation conventions, and no attempt to have them adopt the conventions in the gold-standard AnCora dependencies we evaluate against.",NC,
2892,"However, our Spanish annotators had only six hours each, and there was no inter-annotator communication or creation of annotation conventions, and no attempt to have them adopt the conventions in the gold-standard AnCora dependencies we evaluate against.",749,7,116,Experiments and Discussion,Experiments and Discussion,Results based on actual annotation are the most important as they provide our best measure of performance under a realistic annotation setting.,Experiments and Discussion,"Because of this, we include simulation results to eliminate this source of divergence to better measure the effectiveness of different methods for filling in missing arcs in a partial annotation.",NEG,
2893,"Because of this, we include simulation results to eliminate this source of divergence to better measure the effectiveness of different methods for filling in missing arcs in a partial annotation.",750,7,117,Experiments and Discussion,Experiments and Discussion,"However, our Spanish annotators had only six hours each, and there was no inter-annotator communication or creation of annotation conventions, and no attempt to have them adopt the conventions in the gold-standard AnCora dependencies we evaluate against.",Experiments and Discussion,It of course also allows us to measure this for all the languages in the Universal Dependencies treebanks.,NC,
2894,It of course also allows us to measure this for all the languages in the Universal Dependencies treebanks.,751,7,118,Experiments and Discussion,Experiments and Discussion,"Because of this, we include simulation results to eliminate this source of divergence to better measure the effectiveness of different methods for filling in missing arcs in a partial annotation.",Experiments and Discussion,"We consider three different supervision settings for ConvexMST: • UG uses just the universal grammar based features, which is equivalent to the method used by Grave & Elhadad (2015).",NC,
2895,"We consider three different supervision settings for ConvexMST: • UG uses just the universal grammar based features, which is equivalent to the method used by Grave & Elhadad (2015).",752,7,119,Experiments and Discussion,Experiments and Discussion,It of course also allows us to measure this for all the languages in the Universal Dependencies treebanks.,Experiments and Discussion,• GFL uses just the human specified features.,NC,
2896,• GFL uses just the human specified features.,753,7,120,Experiments and Discussion,Experiments and Discussion,"We consider three different supervision settings for ConvexMST: • UG uses just the universal grammar based features, which is equivalent to the method used by Grave & Elhadad (2015).",Experiments and Discussion,• GFL+UG uses both.,NC,
2897,• GFL+UG uses both.,754,7,121,Experiments and Discussion,Experiments and Discussion,• GFL uses just the human specified features.,Experiments and Discussion,"Table 5: Directed dependency accuracy on English and Spanish universal treebanks using annotator provided GFL annotations, 10 or fewer words.",NC,
2898,"Table 5: Directed dependency accuracy on English and Spanish universal treebanks using annotator provided GFL annotations, 10 or fewer words.",755,7,122,Experiments and Discussion,Experiments and Discussion,• GFL+UG uses both.,Experiments and Discussion,"These three methods correspond with ξ = 0, µ = 0, and ξµ = 0 in Equation 2.",NC,
2899,"These three methods correspond with ξ = 0, µ = 0, and ξµ = 0 in Equation 2.",756,7,123,Experiments and Discussion,Experiments and Discussion,"Table 5: Directed dependency accuracy on English and Spanish universal treebanks using annotator provided GFL annotations, 10 or fewer words.",Experiments and Discussion,The training sets correspond with the 'Partial EN' and 'Partial ES' sets from Table 2.,NC,
2900,The training sets correspond with the 'Partial EN' and 'Partial ES' sets from Table 2.,757,7,124,Experiments and Discussion,Experiments and Discussion,"These three methods correspond with ξ = 0, µ = 0, and ξµ = 0 in Equation 2.",Experiments and Discussion,"The set of sentences annotated with GFL is used as the training set for the GFL, UG, and GFL+UG methods.",NC,
2901,"The set of sentences annotated with GFL is used as the training set for the GFL, UG, and GFL+UG methods.",758,7,125,Experiments and Discussion,Experiments and Discussion,The training sets correspond with the 'Partial EN' and 'Partial ES' sets from Table 2.,Simulated partial dependencies,Simulated partial dependencies are produced by removing dependencies via a stochastic process that approximates how we instructed human annotators to focus their efforts.,NC,
2902,Simulated partial dependencies are produced by removing dependencies via a stochastic process that approximates how we instructed human annotators to focus their efforts.,759,7,126,Simulated partial dependencies,Experiments and Discussion,"The set of sentences annotated with GFL is used as the training set for the GFL, UG, and GFL+UG methods.",Simulated partial dependencies,"Arcs are removed top-down, with arcs lower in the tree being more likely to be deleted.",NC,
2903,"Arcs are removed top-down, with arcs lower in the tree being more likely to be deleted.",760,7,127,Simulated partial dependencies,Simulated partial dependencies,Simulated partial dependencies are produced by removing dependencies via a stochastic process that approximates how we instructed human annotators to focus their efforts.,Simulated partial dependencies,This results in trees with more high-level structures and less lower-level information.,NC,
2904,This results in trees with more high-level structures and less lower-level information.,761,7,128,Simulated partial dependencies,Simulated partial dependencies,"Arcs are removed top-down, with arcs lower in the tree being more likely to be deleted.",Simulated partial dependencies,Figure 4 demonstrates the stability of our parser under varying levels of such gold tree degradation.,NC,
2905,Figure 4 demonstrates the stability of our parser under varying levels of such gold tree degradation.,762,7,129,Simulated partial dependencies,Simulated partial dependencies,This results in trees with more high-level structures and less lower-level information.,Simulated partial dependencies,"Missing arcs were recovered using our parse imputation scheme (using GFL+UG features), and the resulting parser was applied to the evaluation sentences.",POS,
2906,"Missing arcs were recovered using our parse imputation scheme (using GFL+UG features), and the resulting parser was applied to the evaluation sentences.",763,7,130,Simulated partial dependencies,Simulated partial dependencies,Figure 4 demonstrates the stability of our parser under varying levels of such gold tree degradation.,Simulated partial dependencies,"Accuracy decreases slightly to around 60% removal, and then degrades more rapidly after that.",NC,
2907,"Accuracy decreases slightly to around 60% removal, and then degrades more rapidly after that.",764,7,131,Simulated partial dependencies,Simulated partial dependencies,"Missing arcs were recovered using our parse imputation scheme (using GFL+UG features), and the resulting parser was applied to the evaluation sentences.",Simulated partial dependencies,Table 4 provides numeric data for the simulations.,POS,
2908,Table 4 provides numeric data for the simulations.,765,7,132,Simulated partial dependencies,Simulated partial dependencies,"Accuracy decreases slightly to around 60% removal, and then degrades more rapidly after that.",Annotator-sourced partial dependencies,Table 5 gives semi-supervised parsing results on the English and Spanish treebanks for sentences with 10 or fewer words.,NC,
2909,Table 5 gives semi-supervised parsing results on the English and Spanish treebanks for sentences with 10 or fewer words.,766,7,133,Annotator-sourced partial dependencies,Simulated partial dependencies,Table 4 provides numeric data for the simulations.,Annotator-sourced partial dependencies,"To investigate the impact of POS taggers on parsing results, we conducted two series of experiments using POS tags trained by our own tagger as discussed in Section 2.6 (Predicted Tag) and gold POS tags extracted from treebank (Gold Tag).",NC,
2910,"To investigate the impact of POS taggers on parsing results, we conducted two series of experiments using POS tags trained by our own tagger as discussed in Section 2.6 (Predicted Tag) and gold POS tags extracted from treebank (Gold Tag).",767,7,134,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,Table 5 gives semi-supervised parsing results on the English and Spanish treebanks for sentences with 10 or fewer words.,Annotator-sourced partial dependencies,We compare against a right-branching baseline and the Gibbs parser of Mielens et al.,NC,
2911,We compare against a right-branching baseline and the Gibbs parser of Mielens et al.,768,7,135,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"To investigate the impact of POS taggers on parsing results, we conducted two series of experiments using POS tags trained by our own tagger as discussed in Section 2.6 (Predicted Tag) and gold POS tags extracted from treebank (Gold Tag).",Annotator-sourced partial dependencies,All the parsing methods handily beat the rightbranching baseline.,NC,
2912,All the parsing methods handily beat the rightbranching baseline.,769,7,136,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,We compare against a right-branching baseline and the Gibbs parser of Mielens et al.,Annotator-sourced partial dependencies,"ConvexMST-UG (the model of Grave and Elhadad ( 2015)) beats the Gibbs parser with gold POS tags, but the ranking switches with predicted POS tags.",POS,
2913,"ConvexMST-UG (the model of Grave and Elhadad ( 2015)) beats the Gibbs parser with gold POS tags, but the ranking switches with predicted POS tags.",770,7,137,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,All the parsing methods handily beat the rightbranching baseline.,Annotator-sourced partial dependencies,"This shows the effectiveness of ConvexMST, but highlights its brittleness with respect to tagging errors: bad tags lead to poor guidance from language universals.",POS,
2914,"This shows the effectiveness of ConvexMST, but highlights its brittleness with respect to tagging errors: bad tags lead to poor guidance from language universals.",771,7,138,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"ConvexMST-UG (the model of Grave and Elhadad ( 2015)) beats the Gibbs parser with gold POS tags, but the ranking switches with predicted POS tags.",Annotator-sourced partial dependencies,ConvexMST-GFL easily beats both these approaches: it exploits partial annotations much more effectively than the Gibbs parser and learns effectively without language universals.,NEG#POS,
2915,ConvexMST-GFL easily beats both these approaches: it exploits partial annotations much more effectively than the Gibbs parser and learns effectively without language universals.,772,7,139,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"This shows the effectiveness of ConvexMST, but highlights its brittleness with respect to tagging errors: bad tags lead to poor guidance from language universals.",Annotator-sourced partial dependencies,The difference is especially marked for predicted POS tags: ConvexMST-GFL beats ConvexMST-UG by 4.3% for English and 17.1% for Spanish.,POS,
2916,The difference is especially marked for predicted POS tags: ConvexMST-GFL beats ConvexMST-UG by 4.3% for English and 17.1% for Spanish.,773,7,140,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,ConvexMST-GFL easily beats both these approaches: it exploits partial annotations much more effectively than the Gibbs parser and learns effectively without language universals.,Annotator-sourced partial dependencies,(Recall that there were 8 hours of annotation for English and 72 hours for Spanish.),POS,
2917,(Recall that there were 8 hours of annotation for English and 72 hours for Spanish.),774,7,141,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,The difference is especially marked for predicted POS tags: ConvexMST-GFL beats ConvexMST-UG by 4.3% for English and 17.1% for Spanish.,Annotator-sourced partial dependencies,The best method of all uses both partial annotations and language universals: ConvexMST-UG+GFL improves on ConvexMST-GFL for both languages and POS conditions.,NC,
2918,The best method of all uses both partial annotations and language universals: ConvexMST-UG+GFL improves on ConvexMST-GFL for both languages and POS conditions.,775,7,142,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,(Recall that there were 8 hours of annotation for English and 72 hours for Spanish.),Annotator-sourced partial dependencies,"The impact of the combination is greater for English, which has less GFL annotation.",POS,
2919,"The impact of the combination is greater for English, which has less GFL annotation.",776,7,143,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,The best method of all uses both partial annotations and language universals: ConvexMST-UG+GFL improves on ConvexMST-GFL for both languages and POS conditions.,Annotator-sourced partial dependencies,"Overall, these results show that this combination is robust to varying amounts of partial annotations: the UG constraints are strong on their own and provide a strong basis without annotations, they contribute when there are not many annotations available, and eventually become less essential (but remain unharmful) as more are provided.",POS,
2920,"Overall, these results show that this combination is robust to varying amounts of partial annotations: the UG constraints are strong on their own and provide a strong basis without annotations, they contribute when there are not many annotations available, and eventually become less essential (but remain unharmful) as more are provided.",777,7,144,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"The impact of the combination is greater for English, which has less GFL annotation.",Annotator-sourced partial dependencies,It is important to recall that the GFL annotations have no specific conformity to the gold standards of either original corpus.,POS,
2921,It is important to recall that the GFL annotations have no specific conformity to the gold standards of either original corpus.,778,7,145,Annotator-sourced partial dependencies,Annotator-sourced partial dependencies,"Overall, these results show that this combination is robust to varying amounts of partial annotations: the UG constraints are strong on their own and provide a strong basis without annotations, they contribute when there are not many annotations available, and eventually become less essential (but remain unharmful) as more are provided.",Annotator-sourced partial dependencies,"Our goal was to understand the overall behavior of different methods given the same free-wheeling, diverse annotations; it is likely that higher numbers would have been achieved had we guided annotators to use corpus conventions, or used full annotations provided by our annotators as the evaluation set.",NC,
