text,doc_id,paper_title,year,section,prev_text,prev_section,next_text,next_section,label
"The human brain can also implicitly acquire the latent structure of language (Dehaene et al., 2015): during language acquisition, children are not given annotated parse trees.",6429975,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Linguists agree on a set of rules, or syntax, that determine this structure (Chomsky, 1956;1965;Sandra & Taft, 2014) and dictate how single words compose to form meaningful larger units, also called ""constituents"" (Koopman et al., 2013).",INTRODUCTION,"This observation brings more interest in latent structure induction with artificial neural network approaches, which are inspired by information processing and communication patterns in biological nervous systems.",INTRODUCTION,
"This observation brings more interest in latent structure induction with artificial neural network approaches, which are inspired by information processing and communication patterns in biological nervous systems.",6429976,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"The human brain can also implicitly acquire the latent structure of language (Dehaene et al., 2015): during language acquisition, children are not given annotated parse trees.",INTRODUCTION,"From a practical point of view, integrating a tree structure into a neural network language model may be important for multiple reasons: (i) to obtain a hierarchical representation with increasing levels of abstraction, a key feature of deep neural networks (Bengio et al., 2009;LeCun et al., 2015;Schmidhuber, 2015); (ii) to model the compositional effects of language (Koopman et al., 2013;Socher et al., 2013) and help with the long-term dependency problem (Bengio et al., 2009;Tai et al., 2015) by providing shortcuts for gradient backpropagation (Chung et al., 2016); (iii) to improve generalization via a better inductive bias and at the same time potentially reducing the need of a large amount of training data. ",INTRODUCTION,
"From a practical point of view, integrating a tree structure into a neural network language model may be important for multiple reasons: (i) to obtain a hierarchical representation with increasing levels of abstraction, a key feature of deep neural networks (Bengio et al., 2009;LeCun et al., 2015;Schmidhuber, 2015); (ii) to model the compositional effects of language (Koopman et al., 2013;Socher et al., 2013) and help with the long-term dependency problem (Bengio et al., 2009;Tai et al., 2015) by providing shortcuts for gradient backpropagation (Chung et al., 2016); (iii) to improve generalization via a better inductive bias and at the same time potentially reducing the need of a large amount of training data. ",6429977,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"This observation brings more interest in latent structure induction with artificial neural network approaches, which are inspired by information processing and communication patterns in biological nervous systems.",INTRODUCTION,The study of deep neural network techniques that can infer and use tree structures to form better representations of natural language sentences has received a great deal of attention in recent Figure 1: Binary parse tree inferred by our model (left) and its corresponding ground-truth (right). ,INTRODUCTION,
The study of deep neural network techniques that can infer and use tree structures to form better representations of natural language sentences has received a great deal of attention in recent Figure 1: Binary parse tree inferred by our model (left) and its corresponding ground-truth (right). ,6429978,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"From a practical point of view, integrating a tree structure into a neural network language model may be important for multiple reasons: (i) to obtain a hierarchical representation with increasing levels of abstraction, a key feature of deep neural networks (Bengio et al., 2009;LeCun et al., 2015;Schmidhuber, 2015); (ii) to model the compositional effects of language (Koopman et al., 2013;Socher et al., 2013) and help with the long-term dependency problem (Bengio et al., 2009;Tai et al., 2015) by providing shortcuts for gradient backpropagation (Chung et al., 2016); (iii) to improve generalization via a better inductive bias and at the same time potentially reducing the need of a large amount of training data. ",INTRODUCTION,"years (Bowman et al., 2016;Yogatama et al., 2016;Shen et al., 2017;Jacob et al., 2018;Choi et al., 2018;Williams et al., 2018;Shi et al., 2018). ",INTRODUCTION,
"years (Bowman et al., 2016;Yogatama et al., 2016;Shen et al., 2017;Jacob et al., 2018;Choi et al., 2018;Williams et al., 2018;Shi et al., 2018). ",6429979,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,The study of deep neural network techniques that can infer and use tree structures to form better representations of natural language sentences has received a great deal of attention in recent Figure 1: Binary parse tree inferred by our model (left) and its corresponding ground-truth (right). ,INTRODUCTION,"Given a sentence, one straightforward way of predicting the corresponding latent tree structure is through a supervised syntactic parser.",INTRODUCTION,
"Given a sentence, one straightforward way of predicting the corresponding latent tree structure is through a supervised syntactic parser.",6429980,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"years (Bowman et al., 2016;Yogatama et al., 2016;Shen et al., 2017;Jacob et al., 2018;Choi et al., 2018;Williams et al., 2018;Shi et al., 2018). ",INTRODUCTION,"Trees produced by these parsers have been used to guide the composition of word semantics into sentence semantics (Socher et al., 2013;Bowman et al., 2015), or even to help next word prediction given previous words (Wu et al., 2017).",INTRODUCTION,
"Trees produced by these parsers have been used to guide the composition of word semantics into sentence semantics (Socher et al., 2013;Bowman et al., 2015), or even to help next word prediction given previous words (Wu et al., 2017).",6429981,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Given a sentence, one straightforward way of predicting the corresponding latent tree structure is through a supervised syntactic parser.",INTRODUCTION,"However, supervised parsers are limiting for several reasons: i) few languages have comprehensive annotated data for supervised parser training; ii) in some domains, syntax rules tend to be broken (e.g. in tweets); and iii) languages change over time with use, so syntax rules may evolve. ",INTRODUCTION,
"However, supervised parsers are limiting for several reasons: i) few languages have comprehensive annotated data for supervised parser training; ii) in some domains, syntax rules tend to be broken (e.g. in tweets); and iii) languages change over time with use, so syntax rules may evolve. ",6429982,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Trees produced by these parsers have been used to guide the composition of word semantics into sentence semantics (Socher et al., 2013;Bowman et al., 2015), or even to help next word prediction given previous words (Wu et al., 2017).",INTRODUCTION,"On the other hand, grammar induction, defined as the task of learning the syntactic structure from raw corpora without access to expert-labeled data, remains an open problem.",INTRODUCTION,
"On the other hand, grammar induction, defined as the task of learning the syntactic structure from raw corpora without access to expert-labeled data, remains an open problem.",6429983,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"However, supervised parsers are limiting for several reasons: i) few languages have comprehensive annotated data for supervised parser training; ii) in some domains, syntax rules tend to be broken (e.g. in tweets); and iii) languages change over time with use, so syntax rules may evolve. ",INTRODUCTION,"Many such recent attempts suffer from inducing a trivial structure (e.g., a left-branching or right-branching tree (Williams et al., 2018)), or encounter difficulties in training caused by learning branching policies with Reinforcement Learning (RL) (Yogatama et al., 2016).",INTRODUCTION,
"Many such recent attempts suffer from inducing a trivial structure (e.g., a left-branching or right-branching tree (Williams et al., 2018)), or encounter difficulties in training caused by learning branching policies with Reinforcement Learning (RL) (Yogatama et al., 2016).",6429984,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"On the other hand, grammar induction, defined as the task of learning the syntactic structure from raw corpora without access to expert-labeled data, remains an open problem.",INTRODUCTION,"Furthermore, some methods are relatively complex to implement and train, like the PRPN model proposed in Shen et al. (2017). ",INTRODUCTION,
"Furthermore, some methods are relatively complex to implement and train, like the PRPN model proposed in Shen et al. (2017). ",6429985,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Many such recent attempts suffer from inducing a trivial structure (e.g., a left-branching or right-branching tree (Williams et al., 2018)), or encounter difficulties in training caused by learning branching policies with Reinforcement Learning (RL) (Yogatama et al., 2016).",INTRODUCTION,"Recurrent neural networks (RNNs) have proven highly effective at the task of language modeling (Merity et al., 2017;Melis et al., 2017).",INTRODUCTION,
"Recurrent neural networks (RNNs) have proven highly effective at the task of language modeling (Merity et al., 2017;Melis et al., 2017).",6429986,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Furthermore, some methods are relatively complex to implement and train, like the PRPN model proposed in Shen et al. (2017). ",INTRODUCTION,RNNs explicitly impose a chain structure on the data.,INTRODUCTION,
RNNs explicitly impose a chain structure on the data.,6429987,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Recurrent neural networks (RNNs) have proven highly effective at the task of language modeling (Merity et al., 2017;Melis et al., 2017).",INTRODUCTION,"This assumption may seem at odds with the latent non-sequential structure of language and may pose several difficulties for the processing of natural language data with deep learning methods, giving rise to problems such as capturing long-term dependencies (Bengio et al., 2009), achieving good generalization (Bowman et al., 2015), handling negation (Socher et al., 2013), etc.",INTRODUCTION,
"This assumption may seem at odds with the latent non-sequential structure of language and may pose several difficulties for the processing of natural language data with deep learning methods, giving rise to problems such as capturing long-term dependencies (Bengio et al., 2009), achieving good generalization (Bowman et al., 2015), handling negation (Socher et al., 2013), etc.",6429988,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,RNNs explicitly impose a chain structure on the data.,INTRODUCTION,"Meanwhile, some evidence exists that LSTMs with sufficient capacity potentially implement syntactic processing mechanisms by encoding the tree structure implicitly, as shown by Gulordava et al. (2018); Kuncoro et al.",INTRODUCTION,
"Meanwhile, some evidence exists that LSTMs with sufficient capacity potentially implement syntactic processing mechanisms by encoding the tree structure implicitly, as shown by Gulordava et al. (2018); Kuncoro et al.",6429989,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"This assumption may seem at odds with the latent non-sequential structure of language and may pose several difficulties for the processing of natural language data with deep learning methods, giving rise to problems such as capturing long-term dependencies (Bengio et al., 2009), achieving good generalization (Bowman et al., 2015), handling negation (Socher et al., 2013), etc.",INTRODUCTION,(2018) and very recently by Lakretz et al. (2019).,INTRODUCTION,
(2018) and very recently by Lakretz et al. (2019).,6429990,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Meanwhile, some evidence exists that LSTMs with sufficient capacity potentially implement syntactic processing mechanisms by encoding the tree structure implicitly, as shown by Gulordava et al. (2018); Kuncoro et al.",INTRODUCTION,We believe that the following question remains: Can better models of language be obtained by architectures equipped with an inductive bias towards learning such latent tree structures? ,INTRODUCTION,
We believe that the following question remains: Can better models of language be obtained by architectures equipped with an inductive bias towards learning such latent tree structures? ,6429991,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,(2018) and very recently by Lakretz et al. (2019).,INTRODUCTION,"In this work, we introduce ordered neurons, a new inductive bias for recurrent neural networks.",INTRODUCTION,
"In this work, we introduce ordered neurons, a new inductive bias for recurrent neural networks.",6429992,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,We believe that the following question remains: Can better models of language be obtained by architectures equipped with an inductive bias towards learning such latent tree structures? ,INTRODUCTION,"This inductive bias promotes differentiation of the life cycle of information stored inside each neuron: high-ranking neurons will store long-term information which is kept for a large number of steps, while low-ranking neurons will store short-term information that can be rapidly forgotten.",INTRODUCTION,
"This inductive bias promotes differentiation of the life cycle of information stored inside each neuron: high-ranking neurons will store long-term information which is kept for a large number of steps, while low-ranking neurons will store short-term information that can be rapidly forgotten.",6429993,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"In this work, we introduce ordered neurons, a new inductive bias for recurrent neural networks.",INTRODUCTION,"To avoid a strict division between high-ranking and low-ranking neurons, we propose a new activation function, the cumulative softmax, or cumax(), to actively allocate neurons to store long/short-term information.",INTRODUCTION,
"To avoid a strict division between high-ranking and low-ranking neurons, we propose a new activation function, the cumulative softmax, or cumax(), to actively allocate neurons to store long/short-term information.",6429994,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"This inductive bias promotes differentiation of the life cycle of information stored inside each neuron: high-ranking neurons will store long-term information which is kept for a large number of steps, while low-ranking neurons will store short-term information that can be rapidly forgotten.",INTRODUCTION,"We use the cumax() function to produce a vector of master input and forget gates ensuring that when a given neuron is updated (erased), all of the neurons that follow it in the ordering are also updated (erased).",INTRODUCTION,
"We use the cumax() function to produce a vector of master input and forget gates ensuring that when a given neuron is updated (erased), all of the neurons that follow it in the ordering are also updated (erased).",6429995,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"To avoid a strict division between high-ranking and low-ranking neurons, we propose a new activation function, the cumulative softmax, or cumax(), to actively allocate neurons to store long/short-term information.",INTRODUCTION,"Based on the cumax() and the LSTM architecture, we have designed a new model, ON-LSTM, that is biased towards performing tree-like composition operations.",INTRODUCTION,
"Based on the cumax() and the LSTM architecture, we have designed a new model, ON-LSTM, that is biased towards performing tree-like composition operations.",6429996,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"We use the cumax() function to produce a vector of master input and forget gates ensuring that when a given neuron is updated (erased), all of the neurons that follow it in the ordering are also updated (erased).",INTRODUCTION,"Our model achieves good performance on four tasks: language modeling, unsupervised constituency parsing, targeted syntactic evaluation (Marvin & Linzen, 2018) and logical inference (Bowman et al., 2015).",INTRODUCTION,
"Our model achieves good performance on four tasks: language modeling, unsupervised constituency parsing, targeted syntactic evaluation (Marvin & Linzen, 2018) and logical inference (Bowman et al., 2015).",6429997,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Based on the cumax() and the LSTM architecture, we have designed a new model, ON-LSTM, that is biased towards performing tree-like composition operations.",INTRODUCTION,The result on unsupervised constituency parsing suggests that the proposed inductive bias aligns with the syntax principles proposed by human experts better than previously proposed models.,INTRODUCTION,
The result on unsupervised constituency parsing suggests that the proposed inductive bias aligns with the syntax principles proposed by human experts better than previously proposed models.,6429998,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,"Our model achieves good performance on four tasks: language modeling, unsupervised constituency parsing, targeted syntactic evaluation (Marvin & Linzen, 2018) and logical inference (Bowman et al., 2015).",INTRODUCTION,The experiments also show that ON-LSTM performs better than standard LSTM models in tasks requiring capturing long-term dependencies and achieves better generalization to longer sequences.,INTRODUCTION,
The experiments also show that ON-LSTM performs better than standard LSTM models in tasks requiring capturing long-term dependencies and achieves better generalization to longer sequences.,6429999,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,INTRODUCTION,The result on unsupervised constituency parsing suggests that the proposed inductive bias aligns with the syntax principles proposed by human experts better than previously proposed models.,INTRODUCTION,There has been prior work leveraging tree structures for natural language tasks in the literature.,RELATED WORK,
"Given a sequence of tokens S = (x 1 , . . .",6430000,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"Therefore, our model can adapt the structure to the observed data, while both Clockwork RNN and nested dropout impose a predefined hierarchy to hidden representations.",RELATED WORK,", x T ) and its corresponding constituency tree (Figure 2(a)), our goal is to infer the unobserved tree structure while processing the observed sequence, i.e. while computing the hidden state h t for each time step t.",ORDERED NEURONS,
", x T ) and its corresponding constituency tree (Figure 2(a)), our goal is to infer the unobserved tree structure while processing the observed sequence, i.e. while computing the hidden state h t for each time step t.",6430001,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"Given a sequence of tokens S = (x 1 , . . .",ORDERED NEURONS,"At each time step, h t would ideally contain a information about all the nodes on the path between the current leaf node x t and the root S. In Figure 2(c), we illustrate how h t would contain information about all the constituents that include the current token x t even if those are only partially observed.",ORDERED NEURONS,
"At each time step, h t would ideally contain a information about all the nodes on the path between the current leaf node x t and the root S. In Figure 2(c), we illustrate how h t would contain information about all the constituents that include the current token x t even if those are only partially observed.",6430002,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,", x T ) and its corresponding constituency tree (Figure 2(a)), our goal is to infer the unobserved tree structure while processing the observed sequence, i.e. while computing the hidden state h t for each time step t.",ORDERED NEURONS,This intuition suggests that each node in the tree can be represented by a set of neurons in the hidden states.,ORDERED NEURONS,
This intuition suggests that each node in the tree can be represented by a set of neurons in the hidden states.,6430003,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"At each time step, h t would ideally contain a information about all the nodes on the path between the current leaf node x t and the root S. In Figure 2(c), we illustrate how h t would contain information about all the constituents that include the current token x t even if those are only partially observed.",ORDERED NEURONS,"However, while the dimensionality of the hidden state is fixed in advance, the length of the path connecting the leaf to the root of the tree may be different across different time steps and sentences.",ORDERED NEURONS,
"However, while the dimensionality of the hidden state is fixed in advance, the length of the path connecting the leaf to the root of the tree may be different across different time steps and sentences.",6430004,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,This intuition suggests that each node in the tree can be represented by a set of neurons in the hidden states.,ORDERED NEURONS,"Therefore, a desiderata for the model is to dynamically reallocate the dimensions of the hidden state to each node. ",ORDERED NEURONS,
"Therefore, a desiderata for the model is to dynamically reallocate the dimensions of the hidden state to each node. ",6430005,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"However, while the dimensionality of the hidden state is fixed in advance, the length of the path connecting the leaf to the root of the tree may be different across different time steps and sentences.",ORDERED NEURONS,"Given these requirements, we introduce ordered neurons, an inductive bias that forces neurons to represent information at different time-scales.",ORDERED NEURONS,
"Given these requirements, we introduce ordered neurons, an inductive bias that forces neurons to represent information at different time-scales.",6430006,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"Therefore, a desiderata for the model is to dynamically reallocate the dimensions of the hidden state to each node. ",ORDERED NEURONS,"In our model, high-ranking neurons contain long-term or global information that will last anywhere from several time steps to the entire sentence, representing nodes near the root of the tree.",ORDERED NEURONS,
"In our model, high-ranking neurons contain long-term or global information that will last anywhere from several time steps to the entire sentence, representing nodes near the root of the tree.",6430007,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"Given these requirements, we introduce ordered neurons, an inductive bias that forces neurons to represent information at different time-scales.",ORDERED NEURONS,"Low-ranking neurons encode short-term or local information that only last one or a few time steps, representing smaller constituents, as shown in Figure 2(b).",ORDERED NEURONS,
"Low-ranking neurons encode short-term or local information that only last one or a few time steps, representing smaller constituents, as shown in Figure 2(b).",6430008,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"In our model, high-ranking neurons contain long-term or global information that will last anywhere from several time steps to the entire sentence, representing nodes near the root of the tree.",ORDERED NEURONS,"The differentiation between high-ranking and low-ranking neurons is learnt in a completely data-driven fashion by controlling the update frequency of single neurons: to erase (or update) high-ranking neurons, the model should first erase (or update) all lower-ranking neurons.",ORDERED NEURONS,
"The differentiation between high-ranking and low-ranking neurons is learnt in a completely data-driven fashion by controlling the update frequency of single neurons: to erase (or update) high-ranking neurons, the model should first erase (or update) all lower-ranking neurons.",6430009,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"Low-ranking neurons encode short-term or local information that only last one or a few time steps, representing smaller constituents, as shown in Figure 2(b).",ORDERED NEURONS,"In other words, some neurons always update more (or less) frequently than the others, and that order is pre-determined as part of the model architecture.",ORDERED NEURONS,
"In other words, some neurons always update more (or less) frequently than the others, and that order is pre-determined as part of the model architecture.",6430010,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ORDERED NEURONS,"The differentiation between high-ranking and low-ranking neurons is learnt in a completely data-driven fashion by controlling the update frequency of single neurons: to erase (or update) high-ranking neurons, the model should first erase (or update) all lower-ranking neurons.",ORDERED NEURONS,"In this section, we present a new RNN unit, ON-LSTM (""ordered neurons LSTM"").",ON-LSTM,
"In this section, we present a new RNN unit, ON-LSTM (""ordered neurons LSTM"").",6430011,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,"In other words, some neurons always update more (or less) frequently than the others, and that order is pre-determined as part of the model architecture.",ORDERED NEURONS,"The new model uses an architecture similar to the standard LSTM, reported below: f t = σ(W f x t + U f h t−1 + b f )",ON-LSTM,
"The new model uses an architecture similar to the standard LSTM, reported below: f t = σ(W f x t + U f h t−1 + b f )",6430012,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,"In this section, we present a new RNN unit, ON-LSTM (""ordered neurons LSTM"").",ON-LSTM,The difference with the LSTM is that we replace the update function for the cell state c t with a new function that will be explained in the following sections.,ON-LSTM,
The difference with the LSTM is that we replace the update function for the cell state c t with a new function that will be explained in the following sections.,6430013,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,"The new model uses an architecture similar to the standard LSTM, reported below: f t = σ(W f x t + U f h t−1 + b f )",ON-LSTM,"The forget gates f t and input gates i t are used to control the erasing and writing operation on cell states c t , as before.",ON-LSTM,
"The forget gates f t and input gates i t are used to control the erasing and writing operation on cell states c t , as before.",6430014,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,The difference with the LSTM is that we replace the update function for the cell state c t with a new function that will be explained in the following sections.,ON-LSTM,"Since the gates in the LSTM act independently on each neuron, it may be difficult in general to discern a hierarchy of information between the neurons.",ON-LSTM,
"Since the gates in the LSTM act independently on each neuron, it may be difficult in general to discern a hierarchy of information between the neurons.",6430015,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,"The forget gates f t and input gates i t are used to control the erasing and writing operation on cell states c t , as before.",ON-LSTM,"To this end, we propose to make the gate for each neuron dependent on the others by enforcing the order in which neurons should be updated.",ON-LSTM,
"To this end, we propose to make the gate for each neuron dependent on the others by enforcing the order in which neurons should be updated.",6430016,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ON-LSTM,"Since the gates in the LSTM act independently on each neuron, it may be difficult in general to discern a hierarchy of information between the neurons.",ON-LSTM,"To enforce an order to the update frequency, we introduce a new activation function: ĝ = cumax(. . .)",ACTIVATION FUNCTION: cumax(),
"To enforce an order to the update frequency, we introduce a new activation function: ĝ = cumax(. . .)",6430017,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"To this end, we propose to make the gate for each neuron dependent on the others by enforcing the order in which neurons should be updated.",ON-LSTM,"= cumsum(softmax(. . .)), where cumsum denotes the cumulative sum.",ACTIVATION FUNCTION: cumax(),
"= cumsum(softmax(. . .)), where cumsum denotes the cumulative sum.",6430018,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"To enforce an order to the update frequency, we introduce a new activation function: ĝ = cumax(. . .)",ACTIVATION FUNCTION: cumax(),"We will show that the vector ĝ can be seen as the expectation of a binary gate g = (0, ..., 0, 1, ..., 1).",ACTIVATION FUNCTION: cumax(),
"We will show that the vector ĝ can be seen as the expectation of a binary gate g = (0, ..., 0, 1, ..., 1).",6430019,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"= cumsum(softmax(. . .)), where cumsum denotes the cumulative sum.",ACTIVATION FUNCTION: cumax(),This binary gate splits the cell state into two segments: the 0-segment and the 1-segment.,ACTIVATION FUNCTION: cumax(),
This binary gate splits the cell state into two segments: the 0-segment and the 1-segment.,6430020,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"We will show that the vector ĝ can be seen as the expectation of a binary gate g = (0, ..., 0, 1, ..., 1).",ACTIVATION FUNCTION: cumax(),"Thus, the model can apply different update rules on the two segments to differentiate long/short-term information.",ACTIVATION FUNCTION: cumax(),
"Thus, the model can apply different update rules on the two segments to differentiate long/short-term information.",6430021,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),This binary gate splits the cell state into two segments: the 0-segment and the 1-segment.,ACTIVATION FUNCTION: cumax(),Denote by d a categorical random variable representing the index for the first 1 in g: p(d) = softmax(. . .) ,ACTIVATION FUNCTION: cumax(),
Denote by d a categorical random variable representing the index for the first 1 in g: p(d) = softmax(. . .) ,6430022,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"Thus, the model can apply different update rules on the two segments to differentiate long/short-term information.",ACTIVATION FUNCTION: cumax(),The variable d represents the split point between the two segments.,ACTIVATION FUNCTION: cumax(),
The variable d represents the split point between the two segments.,6430023,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),Denote by d a categorical random variable representing the index for the first 1 in g: p(d) = softmax(. . .) ,ACTIVATION FUNCTION: cumax(),"We can compute the probability of the k-th value in g being 1 by evaluating the probability of the disjunction of any of the values before the k-th being the split point, that is d ≤ k = (d = 0) ∨",ACTIVATION FUNCTION: cumax(),
"We can compute the probability of the k-th value in g being 1 by evaluating the probability of the disjunction of any of the values before the k-th being the split point, that is d ≤ k = (d = 0) ∨",6430024,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),The variable d represents the split point between the two segments.,ACTIVATION FUNCTION: cumax(),"Since the categories are mutually exclusive, we can do this by computing the cumulative distribution function: p(g k = 1) = p(d ≤ k) = i≤k p(d",ACTIVATION FUNCTION: cumax(),
"Since the categories are mutually exclusive, we can do this by computing the cumulative distribution function: p(g k = 1) = p(d ≤ k) = i≤k p(d",6430025,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"We can compute the probability of the k-th value in g being 1 by evaluating the probability of the disjunction of any of the values before the k-th being the split point, that is d ≤ k = (d = 0) ∨",ACTIVATION FUNCTION: cumax(),"Ideally, g should take the form of a discrete variable.",ACTIVATION FUNCTION: cumax(),
"Ideally, g should take the form of a discrete variable.",6430026,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"Since the categories are mutually exclusive, we can do this by computing the cumulative distribution function: p(g k = 1) = p(d ≤ k) = i≤k p(d",ACTIVATION FUNCTION: cumax(),"Unfortunately, computing gradients when a discrete variable is included in the computation graph is not trivial (Schulman et al., 2015), so in practice we use a continuous relaxation by computing the quantity p(d ≤ k), obtained by taking a cumulative sum of the softmax.",ACTIVATION FUNCTION: cumax(),
"Unfortunately, computing gradients when a discrete variable is included in the computation graph is not trivial (Schulman et al., 2015), so in practice we use a continuous relaxation by computing the quantity p(d ≤ k), obtained by taking a cumulative sum of the softmax.",6430027,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"Ideally, g should take the form of a discrete variable.",ACTIVATION FUNCTION: cumax(),"As g k is binary, this is equivalent to computing E[g k ].",ACTIVATION FUNCTION: cumax(),
"As g k is binary, this is equivalent to computing E[g k ].",6430028,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,ACTIVATION FUNCTION: cumax(),"Unfortunately, computing gradients when a discrete variable is included in the computation graph is not trivial (Schulman et al., 2015), so in practice we use a continuous relaxation by computing the quantity p(d ≤ k), obtained by taking a cumulative sum of the softmax.",ACTIVATION FUNCTION: cumax(),"Based on the cumax() function, we introduce a master forget gate ft and a master input gate ĩt : ft = cumax(W f x t",STRUCTURED GATING MECHANISM,
"Based on the cumax() function, we introduce a master forget gate ft and a master input gate ĩt : ft = cumax(W f x t",6430029,"Ordered Neurons: Integrating Tree Structures into Recurrent Neural
  Networks",2018,STRUCTURED GATING MECHANISM,"As g k is binary, this is equivalent to computing E[g k ].",ACTIVATION FUNCTION: cumax(),"+ U ĩh t−1 + b ĩ) (10) Following the properties of the cumax() activation, the values in the master forget gate are monotonically increasing from 0 to 1, and those in the master input gate are monotonically decreasing from 1 to 0.",STRUCTURED GATING MECHANISM,
