doccano_art_id,sentence_id,text,label
8,56,These ConvNets are known as Siamese Networks (inspired from Siamese twins) and share weights for independent but identical layers of convolutional networks.,NC
8,57,"Siamese networks and their variants have been employed for identifying if two images are from the same person or different persons (Zagoruyko and Komodakis, 2015); and for recognizing if two speech segments belong to the same word class (Kamper et al., 2015).",NC
8,58,Historical linguists perform cognate identification based on regular correspondences which are described as changes in phonetic features of phonemes.,NC
8,59,"For instance, Grimm's law b h ∼ b is described as loss of aspiration; p ∼ f is described as change from plosives to fricatives; and devoicing d ∼ t in English ten ∼ Latin decem.",NC
8,60,Learning criteria for cognacy through phonetic features from a set of training examples implies that there is no need for explicit alignment and design/learning of sound scoring matrices.,NC
8,61,"In this article, we represent each phoneme as a binaryvalued vector of phonetic features and then perform convolution on the two-dimensional matrix.",NC
8,62,"Intuitively, a network should learn a similarity function such that words that diverged due to accountable sound shifts are placed close to one another than two words that are not cognates.",NC
8,63,"And, Siamese networks are suitable for this task since, they learn a similarity function that has a higher similarity between cognates as compared to noncognates.",NC
8,64,The weight tying ensures that two cognate words sharing similar phonetic features in a local context tend to be get higher weights than words that are not cognate.,NC
8,65,"In this article, we work with the ASJP alphabet (Brown et al., 2013).",NC
8,66,The ASJP alphabet is coarser than IPA but is designed with the aim to capture highly frequent sounds in the world's languages.,NC
8,67,"The ASJP database has word lists for 60% of the world's languages but only has cognate judgments for some selected families (Wichmann and Holman, 2013).",NC
8,68,We composed a binary vector for each phoneme based on the description given in table 1.,NC
8,69,"In total, there are 16 binary valued features.",NC
8,70,We also reduced all vowels to a single vowel that has a value of 1 for voicing feature and 0 for the rest of the features.,NC
8,71,"The main motivation for such decision is that vowels are diachronically unstable than consonants (Kessler, 2007).",NC
8,72,"A word such as ""fat"" would be represented as 3×16 matrix where each column provides a binary value for the phonetic feature (cf.",NC
8,73,Table 1: ASJP consonants.,NC
8,74,ASJP has 6 vowels which we collapsed to a single vowel V.,NC
8,82,"Until now, each word is treated as a separate input.",NC
8,83,Zagoruyko and Komodakis (2015) introduced a 2-channel architecture which treats a pair of image patches as a 2-channel image.,NC
8,84,This can also be applied to words.,NC
8,85,"The 2-channel ConvNet has two convolutional layers, a maxpooling layer, and a fully connected layer with 8 units.",NC
8,86,The number of feature maps in each convolutional layer is fixed at 10 with a kernel size of 2 × 3.,NC
8,87,The max-pooling layer halves the output of the previous convolutional layer.,NC
8,88,"We also inserted a dropout layer with 0.5 probability (Srivastava et al., 2014) after a fully-connected layer to avoid over-fitting.",NC
8,89,The convolutional layers were trained with ReLU non-linearity.,NC
8,90,We zero-padded each word to obtain a length of 10 for all the words to apply the filter equally about a word.,NC
8,91,"We used adadelta optimizer (Zeiler, 2012) with learning rate of 1.0, ρ = 0.95, and = 10 -6 .",NC
8,92,We fixed the mini-batch size to 128 in all our experiments.,NC
8,93,"We experimented with different batch sizes ([32, 64, 128, 256]) and did not observe any significant deviation in the validation loss.",NC
8,94,"Both, Manhattan and 2-stream ConvNets were trained using the log-loss function.",NC
8,95,Both our architectures are relatively shallow (3) as compared to the text classification architecture of Zhang et al.,NC
8,96,"We trained all our networks using Keras (Chollet, 2015) and Theano (Bergstra et al., 2010).",NC
8,97,We compare the ConvNet architectures with SVM classifiers trained with different string similarities as features.,NC
8,98,"Other sound classes/alphabets Apart from ASJP alphabet, there are two other alphabets that have been designed by historical linguists for the purpose of modeling sound change.",NC
8,99,"As mentioned before, the main idea behind the design of sound classes is to discourage transitions between partic-ular classes of sounds but allow transitions within a sound class.",NC
8,100,Dolgopolsky (1986) proposed a ten sound class system based on the empirical data of 140 languages.,NC
8,101,"SCA alphabet (List, 2012) has a size of 25 and attempts to address some issues with the ASJP alphabet (lack of tones) and also extend Dolgopolsky's sound classes based on evidence from more number of languages.",NC
8,102,Orthographic measures as features We converted all the datasets into all the three sound classes and computed the following string similarity scores: • Edit distance.,NC
8,103,• Common number of bigrams.,NC
8,104,• Length of the longest common subsequence.,NC
8,105,• Length of longest common prefix.,NC
8,106,• Common number of trigrams.,NC
8,107,"• Global alignment based on Needlman-Wunch algorithm (Needleman and Wunsch, 1970).",NC
8,108,"• Local alignment score based on Smith-Waterman algorithm (Smith and Waterman, 1981).",NC
8,109,"• Semi-global alignment score is a compromise between global and local alignments (Durbin et al., 2002).2 • Common number of skipped bigrams (XDICE).",NC
8,110,"• A positional extension of XDICE known as XXDICE (Brew and McKelvie, 1996).",NC
8,111,Pair-wise Mutual Information (PMI) We also computed a PMI score for a pair of ASJP transcribed words using the PMI scoring matrix developed by Jäger (2013).,NC
8,112,This system is referred to as PMI system.,NC
8,113,We included length of each word and the absolute difference in length between the words as features for both the Orthographic and PMI systems.,NC
8,114,"The sound class orthographic scores system attempts to combine the previous cognate identification systems developed by (Inkpen et al., 2005;Hauer and Kondrak, 2011) and the insights from applying string similarities to sound classes for language comparison (Kessler, 2007).",NC
8,143,"In terms of averaged F-scores, Manhattan ConvNet performs slightly better than orthographic model and only performs worse than the other models at Austronesian language family.",POS
8,144,The Manhattan ConvNet shows mixed performance at the task of cross-family cognate identification.,POS
8,145,The Manhattan ConvNet does not turn up as the best system across all the evaluation metrics in a single language family.,POS
8,146,The ConvNet performs better than PMI but is not as good as Orthographic measures at Indo-European language family.,POS
8,147,"In terms of accuracies, the ConvNet comes closer to PMI than the orthographic system.",POS
8,148,These experiments suggest that ConvNets can compete with a classifier trained on different orthographic measures and different sound classes.,POS
8,149,ConvNets can also compete with a data driven method like PMI which was trained in an EM-like fashion on millions of word pairs.,POS
8,150,ConvNets can certainly perform better than a classifier trained on word similarity scores at cross-concept experiments.,POS
8,151,The Orthographic system and PMI system show similar performance at the Austronesian crossconcept task.,POS
8,152,"However, ConvNets do not perform as well as orthographic and PMI systems.",POS
8,153,The reason for this could be due to the differential transcriptions in the database.,POS
8,154,"In this article, we explored the use of phonetic feature convolutional networks for the task of pairwise cognate identification.",FACT
8,155,Our experiments with convolutional networks show that phonetic features can be directly used for classifying if two words are related or not.,POS
8,156,"In the future, we intend to work directly with speech recordings and include language relatedness information into ConvNets to improve the performance.",PROSP
8,157,We are currently working towards building a larger database of word lists in IPA transcription.,PROSP
9,0,"  The task of information retrieval is an important component of many natural language processing systems, such as open domain question answering.",NC
9,1,"While traditional methods were based on hand-crafted features, continuous representations based on neural networks recently obtained competitive results.",NC
9,2,"A challenge of using such methods is to obtain supervised data to train the retriever model, corresponding to pairs of query and support documents.",NC
9,3,"In this paper, we propose a technique to learn retriever models for downstream tasks, inspired by knowledge distillation, and which does not require annotated pairs of query and documents.",FACT
9,6,"Information retrieval is an important component for many natural language processing tasks, such as question answering (Voorhees et al., 1999) or fact checking (Thorne et al., 2018).",NC
9,7,"For example, many real world question answering systems start by retrieving a set of support documents from a large source of knowledge such as Wikipedia.",NC
9,8,"Then, a finer-grained model processes these documents to extract the answer.",NC
9,9,"Traditionally, information retrieval systems were based on hand-crafted sparse representations of text documents, such as TF-IDF or BM25 (Jones, 1972;Robertson et al., 1995).",NC
9,10,"Recently, methods based on dense vectors and machine learning have shown promising results (Karpukhin et al., 2020;Khattab et al., 2020).",NC
9,11,"Deep neural networks based on pre-training, such as BERT (Devlin et al., 2019), have been used to encode documents into fixed-size representations.",NC
9,12,"These representations are then queried using approximate nearest neighbors (Johnson et al., 2019).",NC
9,13,These techniques have lead to improved performance on various question answering tasks.,NC
9,14,A challenge of applying machine learning to information retrieval is to obtain training data for the retriever.,NC
9,15,"To train such models, one needs pairs of queries and the corresponding list of documents that contains the information corresponding to the queries.",NC
9,16,"Unfortunately, hand-labeling data to that end is time consuming, and many datasets and applications lack such annotations.",NC
9,17,"An alternative approach is to resort to heuristics, or weakly supervised learning, for example by considering that all documents containing the answer are positive examples.",NC
9,18,"However, these approaches suffer from the following limitations.",NC
9,19,"First, frequent answers or entities might lead to false positive examples.",NC
9,20,"As an example, consider the question ""where was Ada Lovelace born?"".",NC
9,21,"The sentence ""Ada Lovelace died in 1852 in London"" would be considered as a positive example, because it contains the answer ""London"".",NC
9,22,"A second limitation is that for some tasks, such as fact checking or long form question answering, such heuristics might not be applicable directly.",NC
9,23,"In this paper, we propose a procedure to learn retriever systems without strong supervision in the form of pairs of queries and documents.",FACT
9,24,"Following previous work (Chen et al., 2017), our approach uses two models: the first one retrieves documents from a large source of knowledge (the retriever), the second one processes the support documents to solve the task (the reader).",NC
9,25,"Our method is inspired by knowledge distillation (Hinton et al., 2015), and uses the reader model to obtain synthetic labels to train the retriever model.",NC
9,26,"More precisely, we use a sequence-to-sequence model as the reader, and use the attention activations over the input documents as synthetic labels to train the retriever.",NC
9,28,We then train the retriever to reproduce the ranking of documents corresponding to that metric.,NC
9,30,"3.2) ; • Second, inspired by knowledge distillation, we propose to iteratively train the retriever from these activations, and compare different loss functions (Sec.",FACT
9,199,"In Table 1, we report the performance of our approach for different number of self-training iterations.",NC
9,200,"Generally, we observe that the accuracy of our system increases with the number of iterations, obtaining strong performance after a few iterations.",POS
9,201,"Interestingly, while the initial performance with documents retrieved with BERT is very poor, our method still reach competitive scores on TriviaQA, and to a lesser extent, NaturalQuestions.",POS
9,202,"However, a second observation is that the quality of the initial document sets plays an important role on the performance of the end system.",POS
9,203,"Indeed, we observe that starting the procedure from BM25 documents, which are higher quality as indicated by the performance of the system at iteration 0, leads to stronger results than using BERT documents.",POS
9,204,"An interesting research question would be to explore pre-training of the initial BERT model for retrieval, for example by using the inverse cloze task.",PROSP
9,205,"In Table 2, we report the performance of our approach, as well as existing state-of-the-art systems on TriviaQA and NaturalQuestions.",NC
9,207,"First, we observe that our method improve the performance over the state-of-the-art, even when starting from BM25 documents.",POS
9,208,This validates our assumption that it is possible to obtain strong retrievers without the need of supervision for the documents.,POS
9,209,"Second, when starting from DPR passages, our method leads to a +4.5 EM improvement on TriviaQA and +2.3 EM improvement on NaturalQuestions when the final evaluation is carried out with a large reader.",POS
9,210,In Table 3 we report retrieval results on the test set depending on the initial passages and compare to the state-of-the-art.,NC
9,211,Published as a conference paper at ICLR 2021,NC
9,212,"TriviaQA R@20 R@100 R@20 R@100 DPR (Karpukhin et al., 2020) 79.4 86.0 79.4 85.0 ANCE (Xiong et al.)",NC
9,213,"82 In Table 4, we report the performance of our method on the NarrativeQA dataset.",NC
9,214,"We use the setting where the knowledge source corresponds to the whole document, and in particular, we do not use the summary.",NC
9,215,We compare our results to the best ones reported in the original paper for this setting.,NC
9,216,"Similar to results obtained on NaturalQuestions and TriviaQA, we observe that training the retriever by using the attention scores of the reader leads to improvements, compared to the BM25 baseline.",POS
9,217,"In this section, we investigate design choices regarding two key elements of our approach: the training objective and the aggregation of cross-attention scores.",NC
9,218,"For all experiments, we consider a simplified experimental setting: a single training iteration is performed on NaturalQuestions, starting from BM25 passages.",NC
9,222,"In Section 4 the cross-attention scores α are aggregated in a specific way, in order to obtain a single scalar used to train the retriever.",NC
9,223,"Formally let us denote by α i,j,k,h the cross-attention scores between token i of the output and token j of the input, for the k-th layer and h-th head.",NC
9,224,"Then, the scores G q,p for p ∈ D q used in Section 4 are computed as follows: G q,p = mean j,k,h α 0,j,k,h , where j describes the input tokens corresponding to p. In Table 6 we explore alternatives to this choice by considering different aggregation schemes.",NC
9,225,"In particular, we consider (1) taking the max over the input tokens corresponding to passage p instead of the average, (2) taking the average over the output tokens instead of taking the score of the first token, (3) taking the mean over the last six layers instead of all the layers, (4) taking the max over the layers instead of the average, (5) taking the max over the heads instead of the average.",NC
9,226,"We observe that the performance of our approach is relatively stable to the choice of aggregation, and that the best result is obtained by averaging, except over the output tokens where it is best to only consider the first token.",POS
9,227,"Method R@5 R@20 R@100 Dev EM (0) mean The index i corresponds to output tokens, j corresponds to input tokens of a given passage, h to heads and k to layers of the decoder.",NC
9,228,We report all metrics on the validation set.,NC
9,229,"In this paper, we introduce a method to train an information retrieval module for downstream tasks, without using pairs of queries and documents as annotations.",FACT
9,230,"Our approach is inspired by knowledge distillation, where the retriever module corresponds to the student model and the reader module corresponds to the teacher model.",NC
9,231,"In particular, we use the cross-attention scores, from a sequenceto-sequence reader, to obtain synthetic targets for the retriever.",NC
9,232,"We compare different ways to aggregate the scores, as well as different training objectives to learn the retriever.",NC
9,233,"We show that iteratively training the reader and the retriever leads to better performance, and obtain state-of-the-art performance on competitive question answering benchmarks.",POS
9,234,"In the future, we would like to explore better pre-training strategies for the retriever module, as well as better scoring functions for the retriever.",PROSP
